E[x], y, VAR[x], k
7.33, 7.31, 0.1, 0.947368421052632
7.31105263157895, 7.31, 0.00947368421052631, 0.8994708994709
7.31010582010582, 7.31, 0.00899470899470899, 0.898984500267237
7.31001068947087, 7.29, 0.00898984500267237, 0.898979536742077
7.29202148912046, 7.38, 0.00898979536742077, 0.898979486088612
7.37111236561779, 7.42, 0.00898979486088612, 0.898979485571686
7.41506134602553, 7.44, 0.00898979485571686, 0.898979485566411
7.43748068434622, 7.46, 0.00898979485566411, 0.898979485566357
7.45772508714796, 7.52, 0.00898979485566357, 0.898979485566356
7.51370895626738, 7.52, 0.00898979485566356, 0.898979485566356
7.51936447552581, 7.54, 0.00898979485566356, 0.898979485566356
7.53791538870201, 7.54, 0.00898979485566356, 0.898979485566356
7.53978941149428, 7.54, 0.00898979485566356, 0.898979485566356
7.53997872624082, 7.54, 0.00898979485566356, 0.898979485566356
7.5399978509139, 7.60, 0.00898979485566356, 0.898979485566356
7.5939385520322, 7.65, 0.00898979485566356, 0.898979485566356
7.6443366436864, 7.69, 0.00898979485566356, 0.898979485566356
7.68538706425443, 7.66, 0.00898979485566356, 0.898979485566356
7.66256461429094, 7.73, 0.00898979485566356, 0.898979485566356
7.72318764264464, 7.71, 0.00898979485566356, 0.898979485566356
7.71133222244413, 7.69, 0.00898979485566356, 0.898979485566356
7.69215499208532, 7.71, 0.00898979485566356, 0.898979485566356
7.70819728812039, 7.67, 0.00898979485566356, 0.898979485566356
7.67385870969589, 7.70, 0.00898979485566356, 0.898979485566356
7.69735919340552, 7.67, 0.00898979485566356, 0.898979485566356
7.67276383979232, 7.67, 0.00898979485566356, 0.898979485566356
7.67027920451763, 7.63, 0.00898979485566356, 0.898979485566356
7.63406902596135, 7.63, 0.00898979485566356, 0.898979485566356
7.63041105509586, 7.58, 0.00898979485566356, 0.898979485566356
7.58509255071893, 7.63, 0.00898979485566356, 0.898979485566356
7.62546342637172, 7.59, 0.00898979485566356, 0.898979485566356
7.59358253357565, 7.56, 0.00898979485566356, 0.898979485566356
7.5633925248178, 7.54, 0.00898979485566356, 0.898979485566356
7.542363124891, 7.51, 0.00898979485566356, 0.898979485566356
7.51326933952517, 7.49, 0.00898979485566356, 0.898979485566356
7.49235068064936, 7.47, 0.00898979485566356, 0.898979485566356
7.47225787725714, 7.48, 0.00898979485566356, 0.898979485566356
7.47921788677771, 7.48, 0.00898979485566356, 0.898979485566356
7.47992099051994, 7.48, 0.00898979485566356, 0.898979485566356
7.47999201842168, 7.46, 0.00898979485566356, 0.898979485566356
7.46201960398553, 7.46, 0.00898979485566356, 0.898979485566356
7.46020402143357, 7.43, 0.00898979485566356, 0.898979485566356
7.43305122578318, 7.40, 0.00898979485566356, 0.898979485566356
7.40333885183128, 7.35, 0.00898979485566356, 0.898979485566356
7.3553883182513, 7.33, 0.00898979485566356, 0.898979485566356
7.33256474097035, 7.31, 0.00898979485566356, 0.898979485566356
7.31227950174089, 7.31, 0.00898979485566356, 0.898979485566356
7.31023027643852, 7.32, 0.00898979485566356, 0.898979485566356
7.31901305749994, 7.32, 0.00898979485566356, 0.898979485566356
7.31990029856093, 7.31, 0.00898979485566356, 0.898979485566356
7.31100013325367, 7.31, 0.00898979485566356, 0.898979485566356
7.31010103397579, 7.23, 0.00898979485566356, 0.898979485566356
7.2380918476589, 7.25, 0.00898979485566356, 0.898979485566356
7.24879703232455, 7.29, 0.00898979485566356, 0.898979485566356
7.28583765500923, 7.29, 0.00898979485566356, 0.898979485566356
7.28957951776778, 7.33, 0.00898979485566356, 0.898979485566356
7.32591670209125, 7.33, 0.00898979485566356, 0.898979485566356
7.32958750314467, 7.38, 0.00898979485566356, 0.898979485566356
7.37490730363379, 7.38, 0.00898979485566356, 0.898979485566356
7.37948553319323, 7.40, 0.00898979485566356, 0.898979485566356
7.39792761800985, 7.36, 0.00898979485566356, 0.898979485566356
7.3638314674826, 7.38, 0.00898979485566356, 0.898979485566356
7.37836664652745, 7.38, 0.00898979485566356, 0.898979485566356
7.37983499779195, 7.36, 0.00898979485566356, 0.898979485566356
7.36200374168073, 7.38, 0.00898979485566356, 0.898979485566356
7.37818200872671, 7.38, 0.00898979485566356, 0.898979485566356
7.37981634558634, 7.40, 0.00898979485566356, 0.898979485566356
7.39796103684798, 7.40, 0.00898979485566356, 0.898979485566356
7.39979402289347, 7.40, 0.00898979485566356, 0.898979485566356
7.39997919208674, 7.35, 0.00898979485566356, 0.898979485566356
7.35504892369558, 7.41, 0.00898979485566356, 0.898979485566356
7.40444881400304, 7.42, 0.00898979485566356, 0.898979485566356
7.41842901119053, 7.42, 0.00898979485566356, 0.898979485566356
7.4198412979023, 7.42, 0.00898979485566356, 0.898979485566356
7.41998396783245, 7.42, 0.00898979485566356, 0.898979485566356
7.41999838042219, 7.42, 0.00898979485566356, 0.898979485566356
7.41999983638942, 7.41, 0.00898979485566356, 0.898979485566356
7.41101018861631, 7.43, 0.00898979485566356, 0.898979485566356
7.42808163948502, 7.41, 0.00898979485566356, 0.898979485566356
7.41182661652258, 7.41, 0.00898979485566356, 0.898979485566356
7.41018452574078, 7.44, 0.00898979485566356, 0.898979485566356
7.43698802545225, 7.42, 0.00898979485566356, 0.898979485566356
7.4217161390704, 7.43, 0.00898979485566356, 0.898979485566356
7.42916316010739, 7.42, 0.00898979485566356, 0.898979485566356
7.42092566714789, 7.42, 0.00898979485566356, 0.898979485566356
7.42009351137147, 7.44, 0.00898979485566356, 0.898979485566356
7.43798903627818, 7.45, 0.00898979485566356, 0.898979485566356
7.44878664626598, 7.43, 0.00898979485566356, 0.898979485566356
7.43189783667027, 7.43, 0.00898979485566356, 0.898979485566356
7.43019172043674, 7.45, 0.00898979485566356, 0.898979485566356
7.44799895740847, 7.45, 0.00898979485566356, 0.898979485566356
7.449797853648, 7.44, 0.00898979485566356, 0.898979485566356
7.44098978421587, 7.44, 0.00898979485566356, 0.898979485566356
7.44009998851067, 7.44, 0.00898979485566356, 0.898979485566356
7.44001010089079, 7.43, 0.00898979485566356, 0.898979485566356
7.43101122554152, 7.43, 0.00898979485566356, 0.898979485566356
7.43010215452441, 7.43, 0.00898979485566356, 0.898979485566356
7.43001031970261, 7.45, 0.00898979485566356, 0.898979485566356
7.44798063221299, 7.45, 0.00898979485566356, 0.898979485566356
7.44979600242733, 7.45, 0.00898979485566356, 0.898979485566356
7.44997939206027, 7.45, 0.00898979485566356, 0.898979485566356
